1,3,0.00144730612635612,0.0153871476650238,0.43485078125,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
1,5,0.00134900003671646,0.0143331253528595,0.4025662109375,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
1,5,0.00134900003671646,0.0143331253528595,0.4025662109375,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
7,1,0.000582862496376038,0.00617009997367859,0.182960717773438,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
7,1,0.000582862496376038,0.00617009997367859,0.182960717773438,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
1,8,0.000958162471652031,0.010220400094986,0.283998828125,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
5,2,0.00110200002789497,0.0117159998416901,0.3311017578125,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
6,2,0.000342000015079975,0.00363375008106232,0.102837145996094,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
6,2,0.000342000015079975,0.00363599985837936,0.102755712890625,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
8,2,0.00100699998438358,0.0106993758678436,0.302798266601563,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
9,8,0.000247860010713339,0.00264384001493454,0.0824072387695313,692.820323027551,692.820323027551,692.820323027551,0,0,1,-30,30,1
3,4,0.0005,0.02,0,600,600,600,1,0,1,-30,30,1
