10,(-0.1,0.00015687),(0,0),(0,0),(0.0999996,-0.000157184),(0,0),(0,0),(0,0),(-0.1,0.00015687),(0,0),(0,0),(0.0999996,-0.000157184),(0,0),(0,0),(0,0),(-0.1,0.00015687),(0,0),(0,0),(0.0999996,-0.000157184),(0.0999996,-0.000157184),(0,0),(0,0),(0.1,-0.00015687),(0,0),(0,0),(0,0),(0.0999996,-0.000157184),(0,0),(0,0),(0.1,-0.00015687),(0,0),(0,0),(0,0),(0.0999996,-0.000157184),(0,0),(0,0),(0.1,-0.00015687),
100,(-0.0999757,0.00156831),(0,0),(0,0),(0.0999752,-0.00157146),(0,0),(0,0),(0,0),(-0.0999757,0.00156831),(0,0),(0,0),(0.0999752,-0.00157146),(0,0),(0,0),(0,0),(-0.0999757,0.00156831),(0,0),(0,0),(0.0999752,-0.00157146),(0.0999752,-0.00157146),(0,0),(0,0),(0.0999757,-0.00156831),(0,0),(0,0),(0,0),(0.0999752,-0.00157146),(0,0),(0,0),(0.0999757,-0.00156831),(0,0),(0,0),(0,0),(0.0999752,-0.00157146),(0,0),(0,0),(0.0999757,-0.00156831),
1000,(-0.0975923,0.0153088),(0,0),(0,0),(0.0975918,-0.0153402),(0,0),(0,0),(0,0),(-0.0975923,0.0153088),(0,0),(0,0),(0.0975918,-0.0153402),(0,0),(0,0),(0,0),(-0.0975923,0.0153088),(0,0),(0,0),(0.0975918,-0.0153402),(0.0975918,-0.0153402),(0,0),(0,0),(0.0975923,-0.0153088),(0,0),(0,0),(0,0),(0.0975918,-0.0153402),(0,0),(0,0),(0.0975923,-0.0153088),(0,0),(0,0),(0,0),(0.0975918,-0.0153402),(0,0),(0,0),(0.0975923,-0.0153088),
