10,3.84734e-15+1i*(62.8319),-3.84734e-15+1i*(-62.8319),-3.84734e-15+1i*(-62.8319),3.84734e-15+1i*(62.8319),
100,3.84734e-14+1i*(628.319),-3.84734e-14+1i*(-628.319),-3.84734e-14+1i*(-628.319),3.84734e-14+1i*(628.319),
1000,3.84734e-13+1i*(6283.19),-3.84734e-13+1i*(-6283.19),-3.84734e-13+1i*(-6283.19),3.84734e-13+1i*(6283.19),
